timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-04T18:33:27,codecarbon,4f50bc83-064c-44bb-83b0-4093ff1122a0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,65.02345504200002,3.7828473134922975e-05,5.817665811588875e-07,1.3065999999999998,0.005851428571428572,3.0,2.7124188663882575e-05,1.0114597158986443e-07,5.5127770903334294e-05,8.235310553880673e-05,0.0,United States,USA,maryland,,,macOS-15.6-arm64-arm-64bit,3.10.20,3.2.6,10,Apple M4,1,Apple M4,-77.0806,38.9779,16.0,machine,7.26393442622951,0,56.213114754098335,8.229028420370133,N,1.0,0.0
