timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-04T18:29:10,codecarbon,d3fb2ef3-b23d-4636-9608-e36cdb710687,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,75.36228770900016,2.381293904509851e-05,3.1597951401168316e-07,0.04106,0.0010800000000000002,3.0,7.076040625684255e-07,2.2521311187749465e-08,5.111096996666674e-05,5.184109534042292e-05,0.0,United States,USA,maryland,,,macOS-15.6-arm64-arm-64bit,3.10.20,3.2.6,10,Apple M4,1,Apple M4,-77.0806,38.9779,16.0,machine,5.413888888888888,0,56.293055555555576,8.24117045932346,N,1.0,0.0
