timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-04T18:42:07,codecarbon,8816494b-45a1-46ef-b15b-a1cf63df391c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,333.1718811669998,0.00031760302512576406,9.532707982837484e-07,5.708913043478261,0.010617391304347827,3.0,0.00045345892490696916,9.285787629134539e-07,0.00023703864388667018,0.0006914261475565525,0.0,United States,USA,maryland,,,macOS-15.6-arm64-arm-64bit,3.10.20,3.2.6,10,Apple M4,1,Apple M4,-77.0806,38.9779,16.0,machine,17.490853658536587,0,57.08475609756095,8.120936137873953,N,1.0,0.0
