timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-04T18:47:28,codecarbon,94cc79eb-2374-49d1-9afc-37fae4d5a680,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,174.98452783300036,0.00012292365175684943,7.024829753757649e-07,3.5260000000000002,0.005566666666666667,3.0,0.0001487942706154533,2.536070014265066e-07,0.00011855860045166614,0.000267606478068546,0.0,United States,USA,maryland,,,macOS-15.6-arm64-arm-64bit,3.10.20,3.2.6,10,Apple M4,1,Apple M4,-77.0806,38.9779,16.0,machine,9.479532163742688,0,57.348538011695965,7.983445373892087,N,1.0,0.0
